รหัสสินค้า,ชื่อสินค้า, ราคา 
2374/10,0.01 พลาสเตอร์ ซอง10ชิ้น Flexie [TIGERPLAST] ไทเกอร์พลาส (ซอง10แผ่น), 12.25 
2374/15,0.01 พลาสเตอร์ ซอง4ชิ้นx10ซอง Flexie [TIGERPLAST] ไทเกอร์พลาส (ซอง4แผ่น), 78.00 
2159/4,0.01 แพคคู่ POLAR SPRAY 280ml ฝาฟ้า 2ขวด แถม POLAR SPRAY INNOCENCE 80ml 1ขวด, 420.00 
16700/11,0.01 ยาดมสมุนไพร เฮงเฮง 5g, 20.50 
3907/21,0.1 HANDY HERB gummy 6x1x4s รสราสเบอร์รี่ (ASTAXANTHIN 6mg), 169.00 
3907/20,0.1 HANDY HERB gummy 6x1x4s รสสตอเบอร์รี่ (Gluta+VitC), 169.00 
2967/1,0.5 x10yds RHINOTAPE SPORT TAPE 1x24roll, 432.00 
1734/6,0.5 x10yds SPORT TAPE 1x1s [SOS], 17.00 
2-441/3,0.5นิ้ว*10หลา Tigerplast Caripore Clear tape (NEOPORE) (ก.1ม้วน), 17.75 
13294/4,0.5นิ้วx10หลา 24ม้วน Transpore TR1 SOS PLUS เทปแต่งแผลชนิดใส, 271.00 
2967/2,0.5นิ้วx10หลา BIO SPORT TAPE แบบรุพรุน (กระบอก24ม้วน), 357.00 
15197,0.5นิ้วx10หลา PR เยื่อกระดาษ 10ม้วน กล่องน้ำเงิน SOS PLUS เทปแต่งแผล, 109.50 
4004/1,0.5นิ้วx10หลา Rhinopore เทปแปะผ้าก๊อซใส (ก.24ม้วน), 387.00 
1735/7,0.5นิ้วx10หลา Rhinotape Porous White มีกล่อง (ก.12ม้วน), 310.00 
1735/8,0.5นิ้วx10หลา Rhinotape สีน้ำตาล Porous Brown มีกล่อง, 310.00 
2-441/6,0.5นิ้วx10หลา Tigerplast Caripore paper แพค12ม้วน (micropore) (ก.1ม้วน), 19.00 
13294/6,0.5นิ้วx10หลา TR1 10ม้วน ก.แดง SOS PLUS เทปแต่งแผลชนิดใส, 112.50 
2-98/6,0.5นิ้วx1.5หลา Rhinopore เทปแปะผ้าก๊อซใส, 136.00 
2-98/5,0.5นิ้วx2.5หลา Rhinopore เทปแปะผ้าก๊อซใส, 82.00 
2-98/7,0.5นิ้วx5หลา Rhinopore เทปแปะผ้าก๊อซใส (ก.12ม้วน), 149.00 
2-441/4,0.5นิ้วx5หลา แพค12ม้วนTigerplast Caripore Clear tape (NEOPORE) (แพค), 13.50 
13294/10,10cmx10m TIGERPLAST CARIFIX STRETCH แคริฟิกซ์ สเตรช, 268.50 
13295/2,10cmx1m SOS PU ROLL แผ่นฟิล์มใสกันน้ำ, 94.00 
13294,10cmx1m TIGERPLAST CARIFIX STRETCH แคริฟิกซ์ สเตรช, 34.50 
13295,10cmx1m TIGERPLAST CARIFIX WATERPROOF ชนิดฟิล์มใสกันน้ำ แคริฟิกซ์ สเตรช, 89.00 
13282/11,10cmx2m Cariband Tigerpast ผ้าพันแผล ยึดติดเอง [Easifix cohesive] (กล่อง10ม้วน), 688.25 
3217/11,"10PROBIOTICS 3gx20ซอง เท็นโปรไบโอติก 250,000ล้านตัว", 480.00 
8682,19x56mm TIGERPLAST WATERPROOF FIT 1x16ชิ้น, 29.50 
1734/1,1 x10yds RHINOTAPE SPORT TAPE 1x12roll, 432.00 
1734/2,1 x10yds SPORT TAPE 1x1s [SOS], 29.00 
13294/5,1นิ้วx10หลา 12ม้วน Transpore TR3 SOS PLUS เทปแต่งแผลชนิดใส, 271.00 
1734/4,1นิ้วx10หลา BIO SPORT TAPE แบบรุพรุน (กระบอก12ม้วน), 357.00 
1731/5,1นิ้วx10หลา Neoplast Neoclear เทปแปะผ้าก๊อซ ชนิดใส, 254.00 
1734,1นิ้วx10หลา NEOTAPE กระบอก, 395.00 
1731/3,1นิ้วx10หลา Rhinopore 1นิ้วx10หลา เทปแปะผ้าก๊อซใส (ก.12ม้วน), 385.00 
2-441/5,1นิ้วx10หลา Tigerplast Caripore paper แพค12ม้วน (micropore) (ก.1ม้วน), 30.25 
2-441/1,1นิ้วx10หลา แพค12ม้วน Tigerplast Caripore Clear tape (NEOPORE), 30.50 
1731/6,1นิ้วx5หลา Neoplast Neoclear เทปแปะผ้าก๊อซ ชนิดใส, 219.00 
1731/2,1นิ้วx5หลา Rhinopore เทปแปะผ้าก๊อซใส (ก.12ม้วน), 314.00 
1735/6,1นิ้วx5หลา Rhinotape สีน้ำตาล Porous Brown มีกล่อง (ก.12ม้วน), 310.00 
2-441/2,1นิ้วx5หลา Tigerplast Caripore Clear tape แพค12ม้วน (NEOPORE) (แพค), 23.75 
13282/7,2.5cm x 2m Cariband Tigerpast ผ้าพันแผล ยึดติดเอง [Easifix cohesive], 436.50 
13282/17,2.5cm x 4m Rhino Easifix ผ้าพันแผล ยึดติดเอง, 219.00 
07969/2,2in1 ที่ตัดยาเม็ด/บดยา ตัดเม็ดยา 5x6.4cm มีโปรซื้อเยอะ, 29.00 
207/2,2% LIDOCAINE HCL INJECTION 20mg/50ml, 32.00 
1732/1,2 x10yds RHINOTAPE SPORT TAPE 1x6roll, 432.00 
1734/5,2 x10yds SPORT TAPE 1x1s [SOS], 58.50 
1732/4,2นิ้วx10หลา BIO SPORT TAPE แบบรุพรุน (กระบอก6ม้วน), 357.00 
1732,2นิ้วx10หลา NEOTAPE กระบอก, 395.00 
1732/2,2นิ้วx10หลา SportTape (กระบอก6ม้วน) สปอร์ตเทป [NEOTAPE], 472.00 
5164/6,3D MASK DAILY MASK กล่อง30ชิ้น unicharm size L, 315.00 
5164/5,3D MASK DAILY MASK กล่อง30ชิ้น unicharm size M, 315.00 
5164/7,3D MASK DAILY MASK กล่อง30ชิ้น unicharm size S, 315.00 
5164/4,3D MASK DAILY MASK ซอง10ชิ้น unicharm L, 44.50 
5164/3,3D MASK DAILY MASK ซอง10ชิ้น unicharm size M, 44.50 
5165,3M CARBON MASK หน้ากากอนามัยพร้อมชั้นกรองคาร์บอน ทรง3D 4ชั้น 2ชิ้น, 13.00 
5163,3M DAILY KIDS MASK หน้ากากอนามัย สำหรับเด็ก ทรง3D 3ชั้น 4ชิ้น, 17.00 
5164,3M DAILY MASK หน้ากากอนามัย ทรง3D 3ชั้น 3ชิ้น, 15.00 
99995/3,3M DISPOSABLE EARPLUGS NRR32dB (ก.1คู่) โฟมอุดหู ลดเสียง, 14.00 
2-455,3M NEXCARE MICROPORE 1นิ้วx10หลา, 532.00 
2-455/7,3M NEXCARE MICROPORE 1นิ้วx10หลา แบบมีแท่นตัด, 578.00 
3950/1,3M NEXCARE PLASTIC PLASTER สีใส 1x50p, 103.50 
3950,3M NEXCARE TRANSPARENT ใส กันน้ำ 25x72mm 1x50p, 103.50 
ก.พ.-98,3M NEXCARE TRANSPORE 1/2นิ้วx10หลา, 530.00 
1365,3M NEXCARE TRANSPORE 1/2นิ้วx2.5หลา, 99.00 
1367,3M NEXCARE TRANSPORE 1/2นิ้วx5หลา **ขึ้น199, 195.00 
ก.พ.-97,3M NEXCARE TRANSPORE 1นิ้วx10หลา, 520.00 
3904,3M PAINT ODOR RESPIRATOR R95 หน้ากาก 3M กันละอองสีและกลิ่น R95 (1ชิ้น), 20.00 
13282/8,4cm x 2m Cariband Tigerpast ผ้าพันแผล ยึดติดเอง [Easifix cohesive] (ก.10ม้วน), 499.00 
13282/18,4cm x 4m Rhino Easifix ผ้าพันแผล ยึดติดเอง, 325.00 
13282/9,6cm x 2m Cariband ผ้าพันแผล ยึดติดเอง Tigerplas [Easifix cohesive], 576.00 
13282/19,6cm x 4m Rhino Easifix ผ้าพันแผล ยึดติดเอง, 426.00 
13282/10,8cmx2m Cariband Tigerpast ผ้าพันแผล ยึดติดเอง [Easifix cohesive] (กล่อง10ม้วน), 617.00 
13282/20,8cm x 4m Rhino Easifix ผ้าพันแผล ยึดติดเอง, 506.00 
2415/3,A B PRE&PRO 1x10s MEGA, 233.00 
2907/2,ACC SANDOZ 200mg 2x10s รส blackberry, 153.00 
2907/6,ACC SANDOZ 600mg 2x5s รส blackberry, 137.00 
11,ACCU-CHEK GUIDE เครื่อง รวม เข็ม รวม แผ่น25ชิ้น (ชุด) **ราคาพิเศษถึงมีค69**," 1,999.00 "
011/2,ACCU-CHEK Instant strip แผ่น กล่อง25ชิ้น (กล่อง), 433.00 
011/4,ACCU-CHEK Instant strip แผ่น กล่อง50ชิ้น (กล่อง), 739.00 
011/1,ACCU-CHEK Instant เครื่อง รวม เข็ม รวม แผ่น25ชิ้น (ชุด)," 1,295.00 "
4307,ACCU-CHEK เข็ม fastclix (ก.24ชิ้น) แอคคู-เช็ค (กล่อง), 86.50 
4698,ACCU-CHEK เข็ม softclix (ก.25ชิ้น) แอคคู-เช็ค (กล่อง), 81.25 
157,ACCU-CHEK แผ่น active (ก.25ชิ้น) แอคคู-เช็ค (กล่อง), 430.00 
2-407,ACCU-CHEK แผ่น GUIDE (ก.25ชิ้น) แอคคู-เช็ค (กล่อง), 435.00 
2-407/1,ACCU-CHEK แผ่น GUIDE (ก.50ชิ้น) แอคคู-เช็ค **ราคาพิเศษ**, 699.00 
158,ACCU-CHEK แผ่น performa (ก.25ชิ้น) แอคคู-เช็ค (กล่อง), 594.00 
131811/3,ACETATE RINGER INJECTION ถุุง1000ml ป้ายฟ้า [ANB] (ถุง) น้ำเกลือAR, 42.50 
3606,ACETIN 100mg 50ซองx5g, 106.00 
3605,ACETIN 200mg 50ซองx5g, 151.00 
2907/5,ACETIN ฉีด INJECTIONS OR INFUSIONS 10x3ml, 213.00 
2257-1,ACNE-AID GENTLE CLEANSER SENSITIVE SKIN 100ml ขวดฟ้า, 140.75 
2257/5,ACNE-AID GENTLE CLEANSER SENSITIVE SKIN 500ml ขวดปั้มฟ้า, 432.00 
2257/9,ACNE-AID GENTLE CLEANSER SENSITIVE SKIN 900ml ขวดปั้มฟ้า, 647.00 
2258-1,ACNE-AID LIQUID CLEANSER OIL CONTROL 100ml ขวดแดง, 140.50 
2258/5,ACNE-AID LIQUID CLEANSER OIL CONTROL 500ml ขวดปั้มแดง, 433.50 
15950,ACNE-AID LIQUID CLEANSER OIL CONTROL 50ml ขวดแดง, 96.00 
2258/9,ACNE-AID LIQUID CLEANSER OIL CONTROL 900ml ขวดปั้มแดง, 629.00 
2583/18,ACNE-AID MICELLAR CLEANSING WATER SENSITIVE SKIN 235 ML, 179.50 
3554/1,ACNE AID OIL CONTROL FOAMING FACE WASH 100ml (ขวด), 140.00 
1143,ACNETIN-A 0.025% 10g, 38.00 
1144,ACNETIN-A 0.05% 10g, 40.75 
58/2,ACTEWOUND SILICONE GEL SHEET ซิลิโคนเจล 4x15cm, 169.00 
8231,ACTEWOUND SILICONE GEL SHEET ซิลิโคนเจล 4x6cm, 137.75 
58,ACTEWOUND SILICONE GEL SHEET ซิลิโคนเจล 7x15cm, 282.00 
58/3,ACTEWOUND SILICONE GEL SHEET ซิลิโคนเจล แบบม้วน 2.5x100cm, 353.00 
8231/1,ACTEWOUND SI SILICONE GEL 10g ซิลิโคนเจล, 262.00 
8231/2,ACTEWOUND SI UV SILICONE GEL 10g สีเบจ ซิลิโคนเจล, 263.00 
1132/7,ACTISAC 50x10s [Fluoxetine] (เม็ดเขียวเหลือง), 379.00 
1553/11,A.C.V. CREAM 1gx10s [greater], 53.00 
1553/10,A.C.V. CREAM 3g [greater], 21.50 
1144/1,ACVIT-A GEL 0.05% 10g, 27.25 
3824/4,ADAVIL 400mg 1x10s, 17.00 
3824/5,ADAVIL F/C TABLETS 400mg 50x10s (สีส้มอิฐ), 537.00 
2026/1,ADRENALINE INJ 1mlx50amp 1mg/1ml, 425.00 
953,AERIUS 1x10s, 253.00 
954/8,AERIUS SYRUP 60ml SF, 201.00 
168/1,AEROBIDOL INHALER 200doses, 209.00 
168/4,AERONIDE 200mcg มีโปรซื้อเยอะ, 200.00 
168/6,AEROTAMOL INHALER 100mcg 200doses, 87.75 
168/2,AEROTAMOL INHALER 100mcg 200doses + spacer, 93.00 
168/3,AEROTIDE 125 120doses, 225.50 
168/5,AEROTIDE 250 120doses, 479.00 
23-ม.ค.,AIRROX รสมิ้นท์ 80mg 10x10s, 85.00 
2239,AIR-X 120mg 10s, 14.50 
2239/1,AIR-X 40mg MINT SUGAR FREE 10x10s, 123.00 
2240,AIR-X DROPS 15ml, 44.50 
23/22,AIR-X น้ำ 10mlx12ซอง รสมะนาว, 128.00 
21-ม.ค.,AIR-X รสมะนาว LEMON 25x4s, 138.00 
21,AIR-X รสมะนาว LEMON 80mg 10s, 12.25 
23,AIR-X รสมิ้นท์ MINT 10s, 12.25 
2241,AIR-X รสส้ม ORANGE 80mg 10s, 12.25 
781/1,AKNEDERM-BP 2.5% 10g, 42.00 
786/1,AKNEDERM-BP5 10g, 55.50 
2152/1,A-KOOL INHALANT ยาดม 5ml, 15.00 
28-ก.พ.,ALBEMED 200mg 100s, 113.50 
28-มี.ค.,ALBEMED 200mg 10x6s, 135.00 
2169,ALBEN 10ml, 15.45 
28,ALBEN 200mg 1x2s, 7.30 
2169/2,ALBEN 200mg/5ml รสส้ม อัลเบน, 187.00 
30,ALBER-T 10g, 42.00 
14213/2,Albumen 30เม็ด โปรตีนไข่ขาวเม็ด [SHP], 195.00 
14211/2,Albumen 60เม็ด โปรตีนไข่ขาวเม็ด [SHP] (ขวด), 360.00 
14211/1,Albumin 400g white egg รส Vanilla ผงโปรตีนไข่ขาว [ดีพี แอนด์ เอส], 625.00 
1931/4,ALCOHOL70% 180ml อันอันโอสถ, 19.00 
1930/2,ALCOHOL70% สหการ 60ml, 15.00 
021/6,ALCOHOL ALSOFF 1000ml *ใหม่64, 59.00 
1931,ALCOHOL ALSOFF 180ml, 20.00 
21,ALCOHOL ALSOFF 450ml, 33.50 
1564,ALCOHOL ALSOFF 60ml, 6.67 
22,ALCOHOL ALSOFF GEL สีฟ้า 450ml, 49.00 
021/3,ALCOHOL ALSOFF PINK 450ml, 31.50 
021/40,ALCOHOL ALSOFF-S GALLON 5000ml, 255.00 
133101/4,Alcohol cotton Ball สำลีชุบแอลกอฮอล์ เจ็ดดาว 1x15แผงx8s, 78.25 
1929/2,ALCOHOL SIRIBUNCHA 1000ml, 89.00 
1927,ALCOHOL SIRIBUNCHA 180ml, 22.91 
1929,ALCOHOL SIRIBUNCHA 450ml, 35.25 
1930,ALCOHOL SIRIBUNCHA 60ml, 9.50 
1931/3,ALCOHOL เจ็ดดาว 180ml (Isopropyl) บ ขาด, 15.50 
021/4,ALCOHOL เจ็ดดาว 450ml (isopropyl) บ ขาด, 30.50 
1564/5,ALCOHOL เจ็ดดาว 60ml (isopropyl) บ ขาด, 6.67 
021/5,ALCOHOL สหการ 450ml, 36.00 
021/7,ALCOHOL สหการ 450ml ฉลากแดง, 36.00 
1535/15,A-LEAZE 5mg 1x10s, 64.25 
2-127/1,ALEREST 10mg 10x10s [ชุมชน], 65.25 
1543/4,ALEREST SYRUP 60ml [ชุมชน], 25.75 
4775,ALGOGEN SYRUP 60ml (สตอเบอรี่), 16.50 
5555/1,ALGYCON CHEWABLE TABLETS 12s, 137.00 
2122/1,ALICIA5000 กระเทียมสกัด 30s GARLIC ขาวละออ, 189.00 
2122/3,ALICIA5000 กระเทียมสกัด 5แผงx6s GARLIC ขาวละออ, 236.00 
2122/2,ALICIA5000 กระเทียมสกัด 60s GARLIC ขาวละออ, 346.00 
37/1,ALINAMIN EX PLUS 120s มีโปรซื้อเยอะ, 699.00 
37,ALINAMIN EX PLUS 60s **ราคาใหม่, 405.00 
37/2,ALINAMIN-F 10x10s, 267.00 
567/2,AL IN GEN DHA 240mg 30s, 650.00 
1834/1,ALLERAX 10mg 1000s (เม็ดขาว), 170.00 
8099,ALLERGIS 5ml, 26.25 
2606/8,ALLER-GO 1x10s, 14.75 
2606/7,ALLER-GO SYRUP 60ml รสผลไม้รวม, 27.25 
389/1,ALLERNIX SYRUP 60ml **ขึ้น45, 43.00 
389,ALLERNIX TABLET 1x10s **ขึ้น37, 33.75 
3724/3,ALLOPURINOL100mg ชุมชน 50x10s [ชุมชน], 358.00 
953/2,ALLORA 5mg 1x10s, 47.00 
1326/1,ALLORA SYRUP 60ml **ขึ้น60, 54.50 
1856,ALLORIC 500s, 196.00 
3019,ALLORIC 50x10s, 212.50 
3109,ALOE GEL 30g เจลว่านหางจระเข้, 33.75 
1564/2,ALSOFF ALCOHOL PAD 200ซอง 4x8cm, 142.00 
133101,ALSOFF COTTON สำลีชุบแอลกอฮอล์ 12แผงx8ก้อน, 60.00 
75/11,ALUTA 240ml ขวดเขียว (รสมิ้นท์) ANTACID มีโปรซื้อเยอะ, 23.00 
75/2,ALUTA 240ml ขวดฟ้า (รสมิ้นท์) มีโปรซื้อเยอะ, 23.00 
141510/100,AMADO GOLD Collagen 100g คอลลาเจน ลัง24 (กระป๋อง), 190.00 
3238/1,AMARYL 2mg 3x10s, 387.00 
7955,AMBES-10 10x10s, 102.00 
7954,AMBES-5 10x10s, 60.00 
1445/2,AMBROCIN 30mg 50x10s, 158.00 
2724/1,AMBRONC SYRUP 60ml (พรุน), 12.50 
2734,AMBROX 30mg 1x10s บ ขาด, 23.00 
2724,AMBROX 60ml ฟ้า (ลาสเบอรี่) แอมบร็อกส์ (ambroxol) บ ขาด, 29.00 
2-971,AMBROX JUNIOR 60ml ชมพู (ราสเบอรี่), 26.25 
5128/3,AMCO 50x10s (antacid+simethicone), 325.00 
5128/1,AMCOPAN 10mg 20x10s, 266.00 
56042/4,AMELA-EX Anti Melasma cream 30g, 403.00 
3204,AMICOF 100mg/5ml 60ml (ผลไม้รวม), 20.50 
945/2,AMINOPHYLLINE INJECTION 10x10ml, 126.00 
3140,AMITRIPTYLINE 10mg 50x10s, 189.75 
3139,AMITRIPTYLINE 25mg 50x10s, 305.00 
4333/10,AMK 1000mg 10x10s, 955.00 
4333,AMK 1000mg 1x10s, 99.50 
606,AMK 156mg 60ml, 62.75 
607,AMK 228mg 70ml, 97.50 
608,AMK 457mg 70ml, 143.50 
4332,AMK 625mg 1x10s, 79.00 
608/4,AMK ES-600 100ml, 499.75 
608/2,AMK ES-600 70ml, 343.00 
3715,AMLOPINE 10mg 10x10s มีโปรซื้อเยอะ, 207.00 
3714,AMLOPINE 5mg 10x10s, 155.00 
07954/1,AMLOVASC 5 mg 50x10s, 446.00 
46,AMMELTZ HEAT PATCH 95x130mm แผ่นแปะ (ซอง), 20.50 
50,AMMELTZ YOKO YOKO 48ml, 92.25 
51,AMMELTZ YOKO YOKO 82ml, 134.50 
50/2,AMMELTZ แผ่นแปะ Period pain 95x130mm 45บ แอมเมล็ท (ซอง), 21.75 
50/4,AMMELTZ แผ่นแปะ Shoulder pain 95x260mm 55บ (กล่อง10ซอง) แอมเมล็ท (ซอง), 28.00 
50/3,AMMELTZ แผ่นแปะ ปวดหลัง Back pain 95x260mm แอมเมล็ท (แผ่น), 28.00 
3806,AMMONIA SAHAKARN 450ml, 84.50 
903500/2,A.M.MOX 500mg 50x10s (เม็ดฟ้า-เทา), 464.00 
514/1,AMOGIN EFFE สูตรENO รสส้ม 4.3gx5ซอง เอฟเฟ, 36.25 
353,AMOGIN-GEL 240ml **ขึ้น38.5, 35.50 
353/1,AMOGIN-GEL 30ซองx15ml, 104.00 
352,AMOGIN-GEL 450ml, 53.50 
2-60/1,AMOGIN KOMED 20mg 10x10s, 40.00 
353/2,AMOGIN OTC TAB อาโมจิน 1x10s มีโปรซื้อเยอะ, 10.50 
3117,AMOKSIKLAV SANDOZ 1000mg 1x10s, 121.00 
2-665/3,A-MOL SYRUP 120mg/5ml 60ml (paracetamol) รสสละ, 45.25 
403/16,AM ORT 15g (clobetasol) แอมออร์ท มีโปรซื้อเยอะ, 60.00 
403/17,AM ORT 5g (clobetasol) แอมออร์ท, 29.25 
54,AMOXIL GSK 500mg 2x10s, 108.00 
902500/1,AMOXYCILLIN 500 50x10s (เม็ดชมพู-ขาว), 536.00 
903500/7,AMOXYCILLIN-500 SSP 500s (เขียว-ฟ้า), 455.00 
903500/15,AMOXYCILLIN 500 SSP 500s (ชมพู-ขาว) (amoxicillin), 455.00 
903500/10,AMOXYCILLIN 500 SSP 50x10s (เขียว-ฟ้า), 461.00 
903500/13,AMOXYCILLIN 500 SSP 50x10s (ชมพู-ขาว), 470.00 
512/2,AMOXY M.H. FOR ORAL SUSPENSION 250 (เปลือยวนิลา-กล้วย), 23.75 
901500,AMOXY WS 500mg 25x10s (เหลือง-แดง) มีโปรซื้อเยอะ, 239.00 
14910/5,AMPAVIT INJECTIONS OR INFUSIONS 1000mcg 10x10ml บ ขาด, 34.25 
2248/2,AMPI-250 CAPSULES 50x10s (ดำ-แดง), 470.00 
2248,AMPI-500 CAPSULE 500s (ดำ-แดง), 711.00 
2248/1,AMPI-500 CAPSULES 50x10s (ดำ-แดง), 675.00 
2248/4,AMPICILLIN-500 CAPSULE 500s [42], 765.50 
2249-1,AMPICILLIN CAPSULE 500mg 25x10s AU, 310.00 
2248/3,AMPICILLIN CAPSULE 500mg AU 500s (ดำ-แดง), 625.00 
2748/3,AMSEL AMINO BILBERRY EXTRACT PLUS 30s, 244.00 
2748/4,AMSEL BIOTIN ZINC 30s, 187.00 
2748/6,AMSEL CALCIUM L-THREONATE collagen typeII 60s, 293.00 
2748/10,AMSEL FISH OIL mini cap เม็ดเล็ก 75s, 205.00 
2748/1,AMSEL L-ARGININE 40s, 132.00 
2748/2,AMSEL L-GLUTAMINE 800 30s, 207.00 
2748/12,AMSEL MAGNESIUM BISGLYCINATE PLUS 30s ช่วยนอนหลับ, 205.00 
2748/7,AMSEL MAGNESIUM PLUS 30s, 152.00 
2748/8,AMSEL MULTI VIT PLUS 40s, 208.00 
2748/11,AMSEL Vitamin C 500mg 30s, 132.00 
2748/5,AMSEL ZINC 30s (ขวด) รหัส 2748/5, 116.00 
2-956,AMTA 500 HK 500s, 676.00 
2249/25,AMTA 500mg 25x10s, 359.00 
2249,AMTA 500mg 50x10s, 705.00 
1445,AMXOL 30mg 10x10s, 74.00 
1445/1,AMXOL SYRUP 30mg/5ml 60ml, 17.25 
1082/3,ANALGIC-500 25x10s, 250.00 
1082/6,ANALGIC-500 50x10s แผงเปลือย, 450.00 
3061,ANAPRIL 20mg 10x10s, 97.00 
3062,ANAPRIL 5mg 10x10s, 57.75 
3061/2,ANAPRIL-S 20mg 10x10s **โฉมใหม่, 97.00 
3062/3,ANAPRIL-S 5mg 10x10s **โฉมใหม่, 57.75 
346/1,ANASIC BALM 25g (สูตรcounterpain warm), 21.50 
1800/4,ANB NASAL CONNECT จุกล้างจมูก, 83.00 
551,ANDROCUR 50mg 50s," 2,915.00 "
8293/10,ANDRO I-HERB mouth spray 18ml, 73.50 
3356/1,ANNOXEN-S 275mg 2x10s มีโปรซื้อเยอะ, 76.25 
1082/2,ANPUZZ 520 1x10s, 28.50 
76,ANTACIL 50x10s, 476.00 
74,ANTACIL GEL 1000ml (รสมิ้นท์) มี, 140.00 
75,ANTACIL GEL 240ml (รสมิ้นท์), 39.75 
75/1,ANTACIL GEL 240ml (รสส้ม), 39.75 
77,ANTACIL GEL 450ml (รสมิ้นท์), 70.42 
76/6,ANTACIL PLUS 50x10s, 813.00 
2035/1,ANTAFIT 200mg 50x10s, 645.00 
2068,ANTAZALLERGE R EYE DROPS 10ml *มีโปรซื้อเยอะ, 34.50 
3601/1,ANTENAC GEL [diclofenac] GPO 1% 30g มีโปรซื้อเยอะ, 29.75 
2435,ANTERGAN CREAM 10g, 24.00 
2435/1,ANTERGAN CREAM 25g, 47.50 
349/8,ANTINOL CAT 60s," 1,120.00 "
349/6,ANTINOL DOG 30s, 710.00 
349/7,ANTINOL DOG 60s," 1,120.00 "
