รหัสสินค้า,ชื่อสินค้า, ราคา 
12740,ACNETIN-A 0.05% 10 G. (น้ำเงิน), 41.00 
14855,ACTAVIA NASOL SPRAY 10 ML, 71.00 
15130,ACTEWOUND silicon sheet 2.5x100 cm 1 ม้วน แผลผ่าคลอด SOS, 346.00 
10919,ACTEWOUND CLEAR silicon sheet 7x15 cm 1 ชิ้น แผลผ่าคลอด SOS, 280.00 
16475,ACTEWOUND silicon sheet 4x6 cm 2 ชิ้น แผลผ่าตัด SOS, 138.00 
16001,ACTEWOUND silicon sheet 7x15 cm 1 ชิ้น SOS, 280.00 
14173,ACZEE GEL 2.5% 20 GM. (Benzyl peroxide gel ), 50.00 
14174,ACZEE GEL 50 5% 20 GM. (Benzyl peroxide gel ), 55.00 
10054,ADALAT CR 60, 860.00 
14147,ADVANCED DRAGON'S BLOOD 9 GM purica plus, 265.00 
16008,AERIUS ORAL SOLUTION 0.5 MG sugra free, 202.00 
10710,AERIUS 5 MG. 10'S exp6/2027, 254.00 
14116,AEROBIDOL 200 DOSE 100MCG( berodual), 214.00 
15827,AERONIDE 200 MCG BUDESONIDE, 212.00 
14115,AEROTAMOL 200 DOSE 100MCG มี SPACER salbutamol, 97.00 
14953,AEROTIDE EVOHALER 25/125 120 DOSE(ไม่มีcounter dose), 230.00 
15535,AEROTIDE EVOHALER 25/250120 DOSE(มีcounter dose), 459.00 
15915,AIME สำลีแผ่น 40 GM., 33.50 
15916,AIME สำลีแผ่น 90 GM., 64.00 
16640,AIROMET-AOM omeprazole 20mg 14'S, 21.00 
16185,AIRROX 10x10'S (simethicone80mg) pross, 85.00 
16719,AIR-X GO 10 ML X 12 ซอง รสมะนาว sugar free, 130.00 
16632,AIR-X 10X10'S รสมะนาว, 125.00 
10056,AIR-X 50x10'S mint, 12.50 
10060,AIR-X 50X10'S รสมะนาว, 12.50 
10058,AIR-X 50X10'S รสส้ม, 12.50 
10057,AIR-X DROP, 45.00 
16572,AKNEDERM GEL 2.5% 10 GM. (Benzyl peroxide gel ), 42.25 
16573,AKNEDERM GEL 5.0 % 10 GM. (Benzyl peroxide gel ), 55.75 
10341,ALBEMED 10X 6'S ขายยกกล่อง, 130.00 
10335,ALBEN 2'S 1 กล่องมี 50 แผง, 7.50 
16443,ALBEN ANTHELMINTICS SACHET 12 X10 ML., 183.00 
10336,ALBEN SYRUP 10 ML., 16.50 
10071,ALBER-T 10 GM., 41.83 
10072,ALBU ไข่ขาวผง 250 g berlin, 275.00 
10073,ALBU ไข่ขาวผง 500 g berlin, 500.00 
10074,ALBU ไข่ขาวเม็ด 60's berlin, 277.00 
15799,ALBUMIN white egg powder 400 GM vanilla, 635.00 
15798,ALBUMIN white egg powder 400 GM chocolate, 635.00 
10076,ALCOHOL 30 ML. เสือดาว, 4.75 
10088,ALCOHOL 450 ML .เสือดาว PINK, 30.50 
13851,ALCOHOL 450 ML 70% .เสือดาว, 32.25 
10087,ALCOHOL 450 ML IPA ขวดเหลี่ยม.ศิริบัญชา, 65.00 
10093,ALCOHOL 180 ML.ศิริบัญชา, 20.75 
10081,ALCOHOL 450 ML.ศิริบัญชา, 33.50 
10079,ALCOHOL 60 ML. เสือดาว, 7.00 
10094,ALCOHOL 60 ML.ศิริบัญชา, 8.75 
14277,ALCOHOL CLEAN SPRAY sahakarn 50 ML, 29.00 
16072,ALCOHOL COTTON BALL 15X8ก้อน สำลีชุบ 7S, 92.00 
10091,ALCOHOL GEL ล้างมือ 170 gm. ศิริบัญชา, 50.00 
10084,ALCOHOL GEL ล้างมือ 400 gm.. ศิริบัญชา, 90.00 
15537,ALCOHOL PREP PAD 20 แผ่นขนาด 8.3x3.8 cm SOS, 17.50 
14762,ALCOHOL PREP PAD 200 แผ่น SOS, 156.00 
10090,ALCOHOL SPRAY 20 ML.ตลับพกพา, 114.00 
10077,ALCOHOL SPRAY 240 ML., 38.50 
10083,ALCOHOL SPRAY 30 ML., 31.00 
14505,ALCOHOL SPRAY 450 ML.ศิริบัญชา, 65.00 
10337,ALDA 400 MG. 1'S, 120.00 
10100,ALDARA CREAM 5% 25 MG. 12 ซอง, 160.00 
15800,A-LEAZE 5mg 1X10'S (levocetrizine) siam, 65.00 
10651,ALEREST 10X10'S, 66.00 
11949,ALERTEN 100 MG. 3x10's, 555.00 
11950,ALERTEN 50 MG 30'S, 480.00 
14501,ALFLOREX 30'S, 708.00 
15584,ALGOGEN 60 ML. 120 mg.STRAW (paracetamol), 16.50 
10004,ALGYCON CHEWABLE TAB 7X12'S, 140.00 
11518,A-LICES SHAMPOO 30 ML., 55.00 
15015,ALINAMIN- EX PLUS ขวด 120'S, 613.00 
10103,ALINAMIN- EX PLUS ขวด 60'S, 400.00 
10104,ALINAMIN- F แผง 10X10'S, 267.00 
15867,ALLERDRYL CREAM 20 GM. greater, 35.75 
10654,ALLEREST SYRUP 60 ML., 25.50 
11325,ALLERGIA GEL 7 GM, 73.00 
11578,ALLERGIST 5 ML., 27.00 
11882,ALLERNIX 10 MG GED, 33.50 
13838,ALLERNIX SYRUP 60 ML., 40.75 
11872,ALLER-TAB 10x10'S, 166.00 
11874,ALLEX 10'S, 11.00 
11881,ALLEX SYRUP, 17.50 
10708,ALLORA 5 MG 10'S, 47.00 
14691,ALLORA SYRUP 60 ML., 56.00 
10113,ALLORIC 100 MG.50X10'S, 255.00 
10107,ALLORIC T.O. 100 MG.ขายขาดไม่รับคืน, 225.00 
11459,ALOE VERA GEL 120 GM. ZIGMA, 86.00 
11464,ALOHA ALOE VERA 65 GM, 73.00 
14370,ALPHAGAN P 0.1% 5 ML exp 12/2026, 375.00 
10092,ALSOFF COTTON 12X8ก้อน สำลีชุบalc, 61.00 
13826,ALSOFT A SPRAY 100 ML OSOTH INTER, 110.00 
10120,AMARYL 2 MG. 3X10'S," 1,620.00 "
10119,AMARYL 3 MG 3X 10'S รุนใหม่," 2,330.00 "
12292,AMBES 10 MG. 10X10'S GPO ขายขาดไม่รับคืน, 105.00 
12291,AMBES 5 MG. 10X10'S GPO ขายขาดไม่รับคืน, 57.00 
10127,AMBRIXOL 50X10'S, 5.00 
10123,AMBROX 10'S, 23.50 
10124,AMBROX SYR 60 ML ADULT, 28.75 
10125,AMBROX SYR 60 ML CHILDREN, 325.00 
15313,AME พลูคาว 60's maxxlife, 542.00 
12745,AMICOF 60 ML, 21.50 
12746,AMICOF 60 ML. ADULTS, 34.25 
10130,AMITRYPTYLINE 10 MG GPO 50X10'S ขายขาดไม่รับคืน, 4.25 
10131,AMITRYPTYLINE 25 MG GPO 50X10'S ขายขาดไม่รับคืน, 6.50 
10137,AMK 1 GM 10'S, 96.00 
14445,AMK 1 GM 10x10's ขายยกกล่อง, 950.00 
10143,AMK 156 MG. 60 ML., 63.00 
10144,AMK 228 MG. 70 ML., 100.00 
10146,AMK 457 MG. 70 ML., 145.00 
10145,AMK 625 MG. 10'S, 80.00 
15347,AMK es 600 MG. 70 ML., 346.00 
10147,AMK ES-600 100 ML, 540.00 
12289,AMLOPINE 10 MG. 10X10'S, 199.00 
12288,AMLOPINE 5 MG. 10X10'S, 150.00 
10134,AMMELT 48 ML.165-, 96.00 
10135,AMMELT 82 ML., 132.00 
14802,AMMELT HEAT GOLD BACK PAIN, 29.00 
14800,AMMELT HEAT GOLD PERIOD PAIN, 27.75 
14801,AMMELT HEAT GOLD SHOULDER PAIN, 29.00 
10136,AMMELT HEAT PATCH, 200.00 
16089,AMMELTZ YOKOYOKO GOLD 48 ML., 150.00 
16148,AMOGIN EFFE ซอง ส้ม 4.3g x12ซอง, 80.00 
10178,AMOGIN GEL 240 ML. 1ลังมี 48 ขวด จะปรับราคาเดือน 8, 35.75 
10192,AMOGIN GELซอง 30X15 ML, 102.00 
16061,AMOGIN OTC TAB 10'S, 10.50 
10139,AMOKSIKLAV 1 GM.10'S exp.3/27, 112.00 
10138,AMOKSIKLAV 625 MG. 10's, 97.00 
10140,AMOKSIKLAV SYRUP 125 MG., 142.00 
10141,AMOKSIKLAV SYRUP 250 MG. 100 ML., 280.00 
10142,AMOKSIKLAV SYRUP 457 MG. 35 ML., 198.00 
15671,A-MOL SYRUP 120 ML. รสสละ, 30.00 
14124,A-MOL SYRUP 120 ML. รสองุ่น, 30.00 
14123,A-MOL SYRUP 250 ML. รสส้ม, 32.00 
10148,AMOXIL GSK 20'S, 112.00 
10153,AMOXYCILLIN 500 MG. นต-ล เภสัชชุมชน ขายยกล่อง, 660.00 
10161,AMOXYCILLIN 500 MG (ชพ-ข)medic 50X10'S ขายยกกล่ง, 500.00 
10167,AMPI 500 MG. T.O. 500'S, 610.00 
14706,AMPICILLIN 500 MG 25X10'S ASU ขายยกกล่อง, 340.00 
10166,AMPICILLIN 500 MG 50X10'S 7 STAR, 950.00 
15934,AMYN -500 MG. amoxycillin นต-ล pml 10x10's, 125.00 
11921,ANAGAN FORTE 25X10'S, 200.00 
10171,ANAMAI 50x28'S, 20.50 
12716,ANAPRIL 20 MG.10X10'S, 92.00 
12717,ANAPRIL 5 MG.10X10'S, 59.00 
14615,ANAPRIL-S 5 MG.10X10'S, 57.00 
10174,ANDROCUR 5x10's ขายขาดไม่รับคืน," 2,960.00 "
10176,ANNA กล่องละ 50 แผง ปรับราคา," 1,360.00 "
14902,ANNIEGRIP BY TRIPLE-D ข้อเท้า L 1 ชิ้น, 74.00 
14901,ANNIEGRIP BY TRIPLE-D ข้อเท้า M 1 ชิ้น, 74.00 
14900,ANNIEGRIP BY TRIPLE-D ข้อเท้า S 1 ชิ้น, 74.00 
14903,ANNIEGRIP BY TRIPLE-D ข้อเท้า XL 1 ชิ้น, 74.00 
14898,ANNIEGRIP BY TRIPLE-D ข้อมือ L 1 ชิ้น, 74.00 
14897,ANNIEGRIP BY TRIPLE-D ข้อมือ M 1 ชิ้น, 74.00 
14896,ANNIEGRIP BY TRIPLE-D ข้อมือ S 1 ชิ้น, 74.00 
14899,ANNIEGRIP BY TRIPLE-D ข้อมือ XL 1 ชิ้น, 74.00 
14890,ANNIEGRIP BY TRIPLE-D เข่า L 1 ชิ้น, 88.00 
14889,ANNIEGRIP BY TRIPLE-D เข่า M 1 ชิ้น, 88.00 
14888,ANNIEGRIP BY TRIPLE-D เข่า S 1 ชิ้น, 88.00 
14891,ANNIEGRIP BY TRIPLE-D เข่า XL 1 ชิ้น, 88.00 
14894,ANNIEGRIP BY TRIPLE-D น่อง L 1 ชิ้น, 90.00 
14893,ANNIEGRIP BY TRIPLE-D น่อง M 1 ชิ้น, 90.00 
14892,ANNIEGRIP BY TRIPLE-D น่อง S 1 ชิ้น, 90.00 
14895,ANNIEGRIP BY TRIPLE-D น่อง XL 1 ชิ้น, 90.00 
14395,ANNOXEN-S 275 MG 2x10'S แพคเกจใหม่, 76.00 
11987,ANNYLYNN 21'S, 88.00 
11988,ANNYLYNN 28'S, 88.00 
11926,ANPUZZ 520 MG. 1X1X10, 29.00 
10179,ANTACIL 50x10'S, 484.00 
10180,ANTACIL GEL 240 ML 60-, 40.75 
10196,ANTACIL GEL 450ML, 71.75 
16467,ANTACIL PLUS 50x10'S, 822.00 
11305,ANTAZALLERG 10 ML., 35.00 
10202,ANTERGAN 10 GM., 24.50 
14195,ANTERGAN 25 GM., 47.50 
15816,ANTI ACNE GEL 5 GM anb, 77.00 
16289,ANXISET 10x10'S, 326.00 
16390,APIXABAN SANDOZ 2.5 mg 5X10'S," 1,950.00 "
10106,APNOL 10X10 'S (allopurinol) pml, 165.00 
13209,APOLETS 30'S exp 3/2027, 285.00 
15580,APPLE CIDER GUMMYZ 2's*25 pouches, 463.00 
10207,APRACUR KIDS 60 ML., 39.00 
10206,APRACUR NC 25x6's, 179.00 
11643,AQUA MARIS BABY NASOL SPRAY 50 ml., 247.00 
11633,AQUA MARIS CLASSIC NASOL SPRAY 30 ml., 225.00 
15997,AQUA MARIS PROTECTO NASOL SPRAY 20 ml., 255.00 
15996,AQUA MARIS STRONG NASOL SPRAY 30 ml., 245.00 
12201,AQUAFEEL, 305.00 
14775,ARCONA 120 MG 6'S MH ขายยกกล่อง, 54.00 
14196,ARCONA 60 MG 3X10'S MH ขายยกกล่อง, 265.00 
16220,ARCONA 90 MG 10'S MH, 51.00 
15743,ARCOXIA 120 mg กล่องละ 1 แผง 5 เม็ด, 218.00 
15744,ARCOXIA 60 mg กล่องละ 1 แผง 5 เม็ด, 178.00 
15709,ARCOXIA 90 กล่องละ 1 แผง 5 เม็ด, 178.00 
10217,ARISTOCORT 0.02% 15 GM., 41.50 
10216,ARISTOCORT A 0.1% 15 GM., 70.00 
11914,ARM HOLDER BLACK FREE SIZE, 285.00 
14095,ARM SLING ตาข่ายนิ่มสีน้ำเงิน no.L /SOS, 96.00 
14102,ARM SLING ตาข่ายนิ่มสีน้ำเงิน no.M / SOS, 96.00 
12413,ARM SLING ตาข่ายนิ่มสีน้ำเงิน no.S SOS, 96.00 
14149,AROTIKA COOL GEL 35 GM., 29.50 
14365,AROTIKA COOL GEL100 GM., 75.00 
14477,AROTIKA COOL SPRAY 60 ML exp.2/2027 1FREE1, 100.00 
10835,AROTIKA RUB 100 GM., 147.00 
15887,AROTIKA RUB 15 GM., 29.50 
10834,AROTIKA RUB 35 GM., 59.00 
15250,AROTIKA WARM CREAM 35 GM., 59.00 
15966,ARTRODAR (artrodar) 3X10'S, 510.00 
13405,ARTROFORT COMPLEX 30/sachet, 638.00 
14835,AS C 100'S 7 STAR, 19.00 
14475,A-SCALP LOTION 60 ML., 88.00 
14771,"ASCEE 500 MG, หลอด 10x15's", 32.00 
10240,ASEPSO SOAP, 19.50 
15737,ASEPSO SOAP สูตร soothing cool 70 gmสีฟ้า, 19.50 
15735,ASEPSO SOAP สูตร สปอร์ต 80 gm สีน้ำเงิน, 19.50 
15736,ASEPSO SOAP สูตร อ่อนโยน 80 gm สีชมพู, 19.50 
15738,ASEPSO SOAP สูตรไฮจีนิค 80 gm สีเขียว, 19.50 
16179,ASIATAPP SYRUP 60 ML สูตร dimetapp ASIAN-P, 16.00 
10241,ASMASOLON 10X10'S, 195.00 
10243,ASPENT-M 81 MG 60'S, 33.00 
14097,ASTAIR 10 MG. 4X7'S, 125.00 
16278,ASTAIR CHEWABLE 5 MG. 4X7'S, 290.00 
11965,ASTAX (astaxanthin )4 MG. 3X10'S, 280.00 
14310,ASTAX (astaxanthin) 6 MG. 3X10'S, 362.00 
16259,ASTAXANTHIN 6 MG 2X15'S (MSP), 350.00 
15166,Astroglide Liquid water base 2.5 ml, 24.00 
15164,Astroglide Liquid Water base 74 ml, 255.00 
15165,Astroglide Strawberry Liquid 74 ml, 255.00 
16441,ASUMOL 20X10 สีเขียวยาว ASU, 60.00 
16132,"ASUMOL ขาว 100'S ASU paracetamol 500 mg,", 26.50 
16133,"ASUMOL ฟ้า/ขาว 100'S ASU paracetamol 500 mg,", 27.75 
16174,"ATK Singclean covid/RSV/Flu a,b test kit *ขายขาดไม่รับคืน*", 58.00 
14435,ATK SEINOFY covid-19 test kit *ขายขาดไม่รับคืน*, 20.00 
11818,ATORVASTIN SANDOZ 10 MG 3X10'S, 510.00 
11819,ATORVASTIN SANDOZ GmbH 20 MG 3X10'S, 703.00 
11820,ATORVASTIN SANDOZ GmbH 40 MG 3X10'S, 878.00 
16284,ATOZET (EZETIMIBE+ATORVASTATIN) 10 /20 MG 3X10'S," 1,877.00 "
16285,ATOZET (EZETIMIBE+ATORVASTATIN) 10 /40 MG 3X10'S," 1,986.00 "
16283,ATOZET (EZETIMIBE+ATORVASTATIN) 10 /10 MG 3X10'S," 1,768.00 "
14465,ATOZIN 250 MG. 6'S, 49.00 
16639,"A-TUSSIN 20X10'S ( DEXTRO 15 MG, เม็ดสีเหลือง ) รายงาน", 130.00 
10270,AUGMENTIIN SR 1000/62.5 MG., 850.00 
10271,AUGMENTIN 1 GM. 1X10 S รุ่นใหม่, 228.00 
15589,AUGMENTIN ES 50 ML, 492.00 
13101,AVAFAST 180 MG 10'S พรอส, 55.00 
14096,AVAFAST 60 MG 10'S พรอส, 23.00 
13981,AVAMIGRAN 100MG 1X10'S รุ่นใหม่, 47.00 
12827,AVAMYS NASOL 27.5 MCG. 120 DOSE, 420.00 
11984,AVARIN 10'S รุ่นใหม่, 59.00 
13077,AVELOX film coat 5'S, 568.00 
10285,AVODART 0.5 MG.30'S," 1,270.00 "
14486,AXCEL FUSIDIC ACID CREAM 5 GM, 39.00 
14487,AXCEL FUSIDIC ACID-B CREAM 5 GM, 39.00 
15881,AXIAGO 20 MG 2 X7'S, 410.00 
16180,AZITABB 250 MG. 6 TABLET ASIAN-P, 68.00 
16398,AZITH CAP 250 MG. BLISTER 1X 6'S, 71.50 
16399,AZITH DS 200 MG/5 ML 1X15 ML., 86.00 
13796,AZITHRO 250 MG. 6'S, 49.00 
16307,AZMA EXPECTORANT 60 ML. 7S, 22.00 
11290,AZOPT 5 ML., 501.00 
13794,AZYCIN 250 MG. 6 'S GPO* ขายขาดไม่รับคืน, 61.50 
10291,B 6 50 MG. 1X1000'S, 230.00 
10325,B COMPLEX ROTA 1 x 1000'S, 120.00 
10296,B FOLIC 100'S, 37.00 
14292,B LONGAN MOUTH SPRAY 20 ML ., 220.00 
16458,B.T.BAN 5 GM., 35.50 
13920,BABINI BABY SOOTHING LOTION 400 ML., 184.00 
12685,BABINI COOL PATCH 4X2'S, 81.50 
12657,BABINI HEAD TO TOE WASH 480 ML, 119.00 
14220,BABINI HYGINE WIPES 20 SHEET ใหม่, 19.50 
12662,BABINI OINTMENT 50 GM, 125.00 
12597,BABINI SHOOTING CREAM 15 GM ., 112.00 
12669,BABINI WIPES 80 SHEET, 65.00 
13877,BABYCARE 30 GM, 74.00 
15598,BACLOFEN TABLETS 20X10S, 220.00 
10309,BACTAFECT OINTMENT 15 GM., 88.50 
10305,BACTEX OINTMENT 5 GM., 50.00 
12994,BACTIGRAS 10X10 CM 10 แผ่น, 164.00 
14350,BACTOCLAV-1000 MG. 2X7'S, 89.00 
16416,BAIDY FORTE 20'S EFFERVESCENT TAB (bkk), 153.00 
16200,BAIDY JELLY FIBER 250G 1X10 ซอง ชนิดเคี้ยว, 235.00 
12845,BAIN SYRUP 150 ML., 134.00 
14184,BAINI GUMMIES 108 gm. หมดอายุ11/2026, 100.00 
15058,BAINI GUMMIES 40.5 gm.ซอง, 42.00 
14122,BAKAMOL เม็ดกลมเหลือง100's, 69.50 
12014,BALAMINE 3X10'S, 40.00 
13984,BALANCE ACTIV 7 ชิ้น, 265.00 
15907,BALISA (bilastine) 20MG 10'S, 83.00 
16223,BANBACT OINTMENT 5 GM., 38.75 
14007,BAND-AID ALCOHOL HAND 250 ML 83-, 82.00 
10317,BANNER GOLD PLUS 30'Sขวดแก้ว, 222.00 
14554,BANNER GOLD PLUS 60'S ขวดแก้ว, 438.00 
14637,BANNER Hi-B WITH FISH OIL 30 ่S ขวดแก้ว รุ่นใหม่, 222.00 
14555,BANNER Hi-B WITH FISH OIL 60 ่S ขวดแก้ว, 438.00 
10313,BANNER SOY PROTIEN 30'S ขวดแก้ว, 178.00 
14553,BANNER SOY PROTIEN 60'S ขวดแก้ว, 343.00 
16345,BANOCIN OINTMENT 10 GM. 42-, 24.00 
14609,"BANOCIN ORAL 5 GM, triamcinolone", 14.50 
10323,BANOCIN POWDER 10 GM. 42-, 40.00 
12069,BAPID 100 MG. rebamipide mucosta 10's, 47.00 
13861,BARACLUDE 0.50 MG. 3X10'S," 4,800.00 "
15981,B-ASPIRIN 81 MG.10x10 แผง OSI, 35.00 
10247,B-ASPIRIN 81 MG.10x100 แผง OSI ขายยกกล่อง, 3.25 
14803,B-CIPROFLOXACIN 500 MG. 10'S bkk, 30.00 
16426,B-COXIB 120 MG 3X10'S medic, 163.00 
16528,B-COXIB 90 MG 3X10'S medic, 115.00 
10326,BEBIDOL ราคาใหม่ 50-, 33.75 
10327,BECONASE AQUEOUS NASOL SPR exp 6/2026, 210.00 
15156,BEE-COL 100 MG. 60 ML., 50.00 
10825,BEGESIC 30 GM., 26.50 
11027,BELARA 21'S, 284.00 
10329,BELCID FORTE SUSP 240 ML 80-, 33.50 
14474,BELCID FORTE SUSP 30X15 ML, 143.00 
15219,BELCID GERD 10 ML 1x12ซอง, 117.00 
14653,"BELCID GERD 150 ML,", 145.00 
10328,BELCID SUSP 240 ML 80-, 33.50 
14296,BELFESH 10X10'S Mint Ball ขายยกกล่อง สูตรเดียวกับ pudin hara, 136.00 
16225,BELLA PARA 1X10's เม็ดรี, 11.00 
14879,BELLA PARA 50X10 เม็ดรี alu brister, 490.00 
14804,BELLATRIX 20 GM, 93.00 
15171,BELLATRIX CAPSULE 15S, 60.00 
10330,BENADRYL EXPECT 120 ML จำกัดร้านละ 6 ขวด, 96.00 
10338,BENDA 500 มะนาว 12 แผง, 177.00 
10333,BENDA 500 12 แผง, 177.00 
10334,BENDA SYRUP, 18.50 
12455,BENZAC AC GEL 2.5% 15 GM., 108.25 
12457,BENZAC AC GEL 5 % 60 GM., 290.00 
12456,BENZAC AC GEL 5% 15 GM., 117.00 
14240,BENZAC SPOT CLEANSER 130 ML, 350.00 
14755,BEPANTHEN ANTI SCAR GEL 20 GM., 575.00 
14754,BEPANTHEN DAILY CONTROL 200 ML., 406.00 
15661,BEPANTHEN FIRST AID 3.5 GM. เลิกผลิต, 36.75 
11107,BEPANTHEN FIRST AIDS 30 GM., 129.00 
11103,BEPANTHEN OINTMENT 30 GM., 137.00 
11120,BEPANTHEN OINTMENT 50 GM., 196.00 
15446,BEPANTHEN SensiControl daily gentle wash gel 400 ml, 394.00 
11113,BEPANTHEN SENSIDERM 20 GM, 281.00 
14911,BEPANTHEN SENSIDERM50 GM, 526.00 
14817,BEPROGEL SOLUTION 30 ML., 96.50 
10390,BEPROLIC LOTION 30 ML., 155.00 
14383,BERAMOL CAPLETS 100'S, 26.00 
14270,BERAMOL CAPLETS 100X10'S, 360.00 
12460,BERAMOL CAPLETS 10X10'S, 36.00 
16356,BERATE 5 GM., 21.00 
10299,BERCLOMINE SYRUP 60 ML 65-, 22.50 
16141,BERCLOMINE TAB 10X10'S, 112.00 
10300,BERCLOMINE TAB 50X10'S, 510.00 
13530,BERIZ 21'S ยาคุม, 75.00 
14231,BERLONTIN 100 MG. 10X10, 220.00 
12186,BERLONTIN 300 MG. 10X10 ขายยกกล่อง, 299.00 
14460,BEROCCA 12X2'S เม็ดฟู่ ส้ม รุ่นใหม่, 318.00 
10345,BEROCCA 15'S เม็ดฟู่ ส้ม, 174.00 
10346,BEROCCA 15'S เม็ดฟู่ รสผลไม้รวม, 173.50 
14334,BEROCCA 15'S เม็ดฟู่ รสมะม่วง, 174.00 
14459,BEROCCA 15'S x 2 แพคคู่ เม็ดฟู่ ส้ม, 330.00 
16240,BEROCCA ELDERBERRY PLUS 10ML x 7 ซอง, 176.50 
16274,BEROCCA IMMU D+ แบบกล่อง 2X 12 SACHET, 298.00 
16273,BEROCCA IMMU D+ แบบหลอด 15'S, 148.50 
16680,BEROCCA PERFORMANCE FCT 30'S เม็ดกลืน รุ่นใหม่, 137.00 
10348,BERODUAL FORTE 20X4 ML.ขายขาดไม่รับคืน, 660.00 
10347,BERODUAL METERRED.200 DOSE exp 31/8/2027, 306.00 
16417,BESMAL TAB 1X10'S sps, 29.50 
13802,BESTATIN 10 MG. 10X10'S, 105.00 
13800,BESTATIN 20 MG. 10X10'S, 140.00 
13804,BESTATIN 40 MG. 10X10'S, 228.00 
14679,BETA NEO CREAM 15 GM exp15/9/2023, 32.25 
10351,BETACAR-15 NATURAL 60'S, 286.00 
10352,BETADINE 15 ML, 44.50 
10353,BETADINE 30 ML, 67.75 
13835,BETADINE 500 ML., 241.00 
11857,BETADINE GARGLE 30 ML., 147.00 
10369,BETADINE LIQUID BANDAGE 8 ML., 128.00 
10361,BETADINE OINTMENT 50 GM., 120.00 
13836,BETADINE SCRUB 500 ML., 199.00 
10363,BETADINE THROAT SPRAY 12 ML, 147.00 
11858,BETADINE THROAT SPRAY 25 ML, 264.00 
10381,BETA-DIPO CREAM 15 GM., 38.00 
15099,BETA-DIPO CREAM 25 GM., 58.75 
10380,BETA-DIPO CREAM 5 GM., 21.50 
16513,BETAHIS 12 (Betahistine) 10x10's FARMALINE, 135.00 
16512,BETAHIS 6 (Betahistine) FARMALINE, 91.00 
14750,BETALOL 10 MG. 10x10s, 50.00 
14751,BETALOL 40 MG 10x10s, 80.00 
10383,BETAMETHASONE N 15 GM.องค์การ ขายขาดไม่รับคืน, 38.00 
14345,BETAVERT 16 MG. 3X10 'S, 93.50 
10375,BETHASONE 15 GM., 30.00 
10372,BETHASONE 5 GM, 15.50 
10373,BETHASONE-N 5 GM., 17.25 
10374,BETHASONE-N 15 GM, 32.50 
15482,BET-N STAR 5 GM. (7S), 15.25 
10391,BETNESONE N-CREAM 15 G., 23.00 
10385,BETNOVATE CREAM 15 GM, 88.00 
10389,BETNOVATE SCALP APPLICATION, 159.00 
